ID,Username,Pais,Pontos,Vitorias,Derrotas
288,nicolepena,Syrian Arab Republic,2149,78,27
6302,yknight,Cocos (Keeling) Islands,2148,39,36
5447,gsimmons,Liechtenstein,2146,10,26
3568,arivera,American Samoa,2145,75,30
125,gomezanita,Tunisia,2145,77,28
1169,franciscojones,Tanzania,2144,66,14
7222,vflores,Fiji,2143,26,28
3718,petersenlatoya,Nicaragua,2138,25,34
3914,emily78,Northern Mariana Islands,2136,86,16
9413,brittanygardner,Pitcairn Islands,2123,13,9
9501,lmorgan,Luxembourg,2119,54,33
3608,shawn75,Morocco,2115,11,8
4328,caroline51,Montserrat,2113,90,25
3859,jonesdana,Haiti,2110,88,38
3359,laura09,Lebanon,2103,80,23
5924,armstrongjackie,Comoros,2103,11,31
109,julie35,Slovakia (Slovak Republic),2102,75,6
2553,jenniferross,Paraguay,2101,38,46
5918,cbowen,Ghana,2099,41,42
8723,ksmith,Kazakhstan,2095,62,41
4355,james67,Botswana,2091,24,12
3697,parkerscott,Morocco,2088,94,24
475,mayokimberly,Guinea-Bissau,2082,96,23
2074,hunterandrea,Honduras,2081,28,18
2334,meltonmelanie,Bermuda,2080,23,28
9724,kellysmith,Guinea,2079,98,36
9530,thomasharvey,Western Sahara,2079,27,38
720,tracygallagher,Benin,2076,63,43
9814,daviscolin,Saint Vincent and the Grenadines,2071,94,20
7518,reyesronald,Guinea,2070,52,39
6283,jennifersimpson,New Zealand,2062,89,48
8514,rachel90,Christmas Island,2060,54,47
9422,fgilmore,British Virgin Islands,2052,96,50
6683,shawrachel,Christmas Island,2045,37,9
7326,theresa25,Malawi,2043,49,37
7812,jonesraymond,Saint Barthelemy,2043,36,32
2972,rebekahserrano,Barbados,2041,73,13
5425,catherinestuart,Saint Barthelemy,2037,100,23
872,weaverbrian,Uganda,2033,36,27
6057,paul20,Ghana,2028,47,30
9621,garzaanthony,Bermuda,2028,65,12
2069,pamela83,Palau,2026,57,16
5213,tammy99,Denmark,2016,72,9
3653,emiles,Saudi Arabia,2015,19,11
2071,dalesandoval,Netherlands,2012,93,35
626,ysanford,Albania,2012,35,10
153,caseyhubbard,Cote d'Ivoire,2011,72,35
5956,hayeslisa,Taiwan,1994,87,27
7664,smithjason,Canada,1994,62,6
3177,elizabeth20,Indonesia,1992,25,17
1576,iwhite,Seychelles,1989,53,8
2361,msmith,French Guiana,1988,44,9
1798,kbarrera,Hong Kong,1986,33,36
7241,nuneztracey,Bolivia,1983,23,37
8282,moorericky,Portugal,1981,95,24
9098,linda71,Cambodia,1978,44,40
9210,dawsontanya,Indonesia,1971,25,39
6420,tapiaaaron,Palestinian Territory,1969,100,18
203,russellbeasley,Isle of Man,1966,29,12
956,srocha,Netherlands Antilles,1966,92,41
5065,mkim,Armenia,1963,78,33
120,angelaburns,Burundi,1963,80,10
5179,gregorychase,Ukraine,1961,79,48
989,tberry,Northern Mariana Islands,1959,91,31
3055,daniellegarcia,Luxembourg,1954,45,25
7601,stokesthomas,Guinea-Bissau,1946,90,22
6630,josephortiz,Angola,1942,21,50
9554,davisjesse,Cyprus,1941,70,17
9305,amandasanchez,Kyrgyz Republic,1940,13,37
2546,parmstrong,Lebanon,1939,93,16
7958,amberfields,Puerto Rico,1936,57,36
5657,mnavarro,El Salvador,1935,16,17
7323,pgarcia,Sao Tome and Principe,1935,69,39
7660,cummingscraig,Equatorial Guinea,1932,21,20
9815,barkereric,Israel,1922,87,48
6180,melissa14,Turkmenistan,1918,68,12
2649,usweeney,Gambia,1917,92,35
2818,sarah12,Estonia,1909,43,35
7472,ashleyjackson,Hong Kong,1909,32,22
823,michael17,Tonga,1905,51,6
4752,patrickhoward,French Polynesia,1904,11,48
5235,andrew44,Fiji,1898,24,31
2829,flynnraymond,Japan,1897,26,19
2806,paigetaylor,Korea,1896,67,45
6601,jacquelineanderson,Cameroon,1894,28,46
8704,andrewstaylor,Kazakhstan,1890,46,24
8979,gateskathy,Hong Kong,1889,76,22
7155,bryantlaurie,Papua New Guinea,1884,58,17
1193,jacqueline71,Poland,1879,24,23
1447,petersonkayla,Zimbabwe,1876,22,39
1018,tyronemoran,Madagascar,1868,56,17
5320,nicolejohnson,Saint Pierre and Miquelon,1866,44,18
1894,lozanojulie,Syrian Arab Republic,1863,11,26
7242,vanessafernandez,South Georgia and the South Sandwich Islands,1857,17,8
7797,nicoleturner,Tunisia,1855,99,5
3736,courtney78,Argentina,1852,64,12
1465,jimenezcourtney,French Guiana,1852,81,19
8050,shellyhendrix,Sierra Leone,1851,49,35
5389,jesseguzman,Moldova,1850,25,19
8047,donna47,Netherlands Antilles,1847,69,40
5690,fbrewer,Kiribati,1843,59,6
2540,abrown,Reunion,1842,66,10
5802,lindsay78,British Virgin Islands,1836,45,37
5795,kayla51,French Polynesia,1826,34,14
2498,iballard,Isle of Man,1825,86,30
6425,wcabrera,Marshall Islands,1822,83,36
5794,warrenmary,Belarus,1820,45,13
1455,amandasharp,Vietnam,1819,65,17
6111,ttaylor,Dominican Republic,1819,28,49
2400,jmelendez,Isle of Man,1815,79,21
3180,michaeljones,Papua New Guinea,1808,46,40
671,susanramirez,French Southern Territories,1804,70,27
6859,megan90,Sweden,1798,14,23
4805,bishopfrank,Guernsey,1795,95,8
4572,rbennett,Panama,1793,54,20
386,dsanchez,Mongolia,1792,28,7
4927,stephanie72,Congo,1787,20,5
7204,ashley09,Saint Vincent and the Grenadines,1786,84,13
5154,haroldhorne,Argentina,1785,57,37
2024,nbrooks,Northern Mariana Islands,1783,21,20
8302,trose,Aruba,1783,77,39
1905,smithchristine,Monaco,1782,13,14
4506,prestonjulia,Cape Verde,1778,73,20
9033,samuel67,Ukraine,1772,15,30
533,warrenjohn,Nicaragua,1767,58,21
8933,garrisonjeffrey,Svalbard & Jan Mayen Islands,1767,58,43
3760,megan85,Rwanda,1767,67,33
9073,marcalvarez,Canada,1758,16,33
712,reevesjimmy,Grenada,1757,59,48
3937,rarnold,Maldives,1754,24,10
2113,camposmichelle,Cape Verde,1753,95,16
7700,stephen89,Mali,1745,79,15
8202,wfreeman,Dominican Republic,1744,68,37
2381,nicholas65,Brazil,1740,81,10
7287,maria66,Saint Lucia,1738,47,44
6253,conniesimmons,Lithuania,1738,42,12
626,jonathan77,Kuwait,1737,41,33
237,dayderek,Kyrgyz Republic,1736,29,9
4064,tprice,Croatia,1733,94,34
1309,glee,Palestinian Territory,1732,65,38
8276,jasongomez,Australia,1730,40,50
1894,karenwells,Thailand,1728,23,38
6623,vdickson,Cape Verde,1727,86,17
7709,rkramer,Serbia,1719,15,27
9455,stricklandfrank,Georgia,1717,42,10
9343,rushstacy,India,1717,91,40
7977,tiffanysantiago,Guadeloupe,1714,39,16
7115,buckleyanna,Bolivia,1711,12,37
6860,yleon,Saint Pierre and Miquelon,1710,69,35
8761,sanchezthomas,Hungary,1710,25,7
3300,audrey68,Seychelles,1710,31,44
6200,robertramirez,Egypt,1706,42,10
2070,tyleraguilar,Djibouti,1704,68,41
4442,lwilliams,Tunisia,1700,37,16
3714,danielle44,Palau,1700,41,38
8155,leonardhayes,Austria,1698,99,28
2152,fbrown,Nauru,1695,45,33
4384,billbrown,Somalia,1694,58,14
6463,tamaranovak,French Guiana,1691,73,15
6612,angela16,Macedonia,1689,63,37
3300,laurie61,Jersey,1689,58,12
6640,fjones,Gibraltar,1685,70,15
4602,courtneyhernandez,Isle of Man,1683,13,48
4289,benjamin96,Guatemala,1671,95,34
6617,erik84,Portugal,1671,79,39
5668,charleslandry,Myanmar,1667,61,30
2223,scott74,Reunion,1665,23,12
1637,hahnsean,Senegal,1665,44,46
521,tinaferguson,United States of America,1656,45,13
4429,ericolson,Tanzania,1655,79,39
563,derekcarrillo,Botswana,1655,25,26
2129,walkermaureen,Brazil,1654,50,44
8161,jacob83,United Arab Emirates,1653,98,11
6114,sferguson,Italy,1650,44,43
7719,michellehill,Somalia,1649,83,16
4979,msummers,Saint Barthelemy,1648,13,19
7813,christinaschultz,Iraq,1636,15,23
5172,kendragalloway,Timor-Leste,1632,73,30
4333,comptonshelly,Paraguay,1630,55,45
8910,myerstheodore,Norfolk Island,1629,57,19
2927,mariopadilla,French Guiana,1628,50,34
8078,tthomas,Cocos (Keeling) Islands,1627,41,24
2118,acostaregina,Palestinian Territory,1623,74,33
3118,aguilarjonathan,Suriname,1621,65,45
2512,abrown,Iceland,1617,73,14
6973,natalie15,Suriname,1615,70,15
533,wwebster,Morocco,1611,32,40
2275,lopezjason,Swaziland,1611,24,49
3146,william66,Netherlands,1606,41,50
6407,maryramirez,Slovakia (Slovak Republic),1601,19,50
8913,wendymitchell,United States Virgin Islands,1599,55,6
2115,mullinsjames,Guinea-Bissau,1598,85,9
677,nrodriguez,Congo,1593,22,7
4706,lweaver,Liechtenstein,1589,49,29
5815,younggabrielle,France,1587,18,15
9535,nataliedeleon,Northern Mariana Islands,1587,62,39
7435,mikemoore,Syrian Arab Republic,1585,15,13
6756,davidsonmorgan,Mexico,1584,69,30
7757,candice96,Myanmar,1580,35,27
4221,jrivas,Kiribati,1578,39,39
6209,darlenebyrd,Bangladesh,1571,80,34
5986,fboone,Martinique,1570,65,29
7269,anna99,Finland,1570,12,23
9389,mezajared,Croatia,1565,97,45
5887,smitchell,Saint Martin,1562,94,7
6691,briangutierrez,Saint Barthelemy,1560,33,50
8912,enelson,Poland,1560,78,26
8907,debra96,Nicaragua,1557,46,20
3361,kristinacarlson,Falkland Islands (Malvinas),1557,77,20
1512,robin05,Yemen,1557,42,23
4887,kristinrodriguez,Tunisia,1553,56,45
1850,khines,Burundi,1550,33,36
9628,danielhorton,Bahamas,1548,43,39
535,patrickli,Tunisia,1546,61,47
3057,randallloretta,Italy,1545,31,6
5626,donna43,Bhutan,1541,76,18
300,rose31,Norfolk Island,1540,58,35
3570,kathrynbest,Sierra Leone,1539,29,37
3599,harrisoncrystal,South Africa,1538,84,39
7448,andrewsmith,Saint Martin,1535,63,20
8010,curtisgordon,Gambia,1526,19,24
3198,onelson,Portugal,1522,78,5
6099,dawsonzachary,British Virgin Islands,1521,28,41
3188,fuenteslaura,Ireland,1516,11,36
3932,igonzalez,Timor-Leste,1515,37,25
8240,jrodriguez,Cameroon,1514,18,6
2966,dylanwilliams,Lebanon,1512,40,40
3134,ksandoval,Maldives,1510,89,39
5483,chenbailey,Saint Barthelemy,1508,10,50
9644,ian66,Korea,1505,99,48
7928,cheryl27,Uruguay,1501,30,35
5630,christopher31,Micronesia,1495,94,36
7479,michaelgonzalez,Brazil,1494,13,31
5265,joshuastuart,French Polynesia,1493,26,37
8787,frogers,Thailand,1481,78,32
154,christopher38,Isle of Man,1476,27,33
9426,wfigueroa,Malaysia,1475,16,23
3427,hughesfrank,Montenegro,1473,37,37
7051,teresa28,United States Minor Outlying Islands,1470,74,25
983,randallgreene,Albania,1469,10,37
2613,nolansteven,France,1468,19,31
217,stevenscott,Heard Island and McDonald Islands,1465,91,15
3032,lisamccarthy,French Southern Territories,1464,95,41
3201,christina87,Lao People's Democratic Republic,1450,51,23
17,maria67,Cambodia,1444,17,24
1972,keith10,Luxembourg,1443,93,45
20,ramosmichelle,Mayotte,1440,29,32
1844,jacobsandoval,Indonesia,1440,20,29
1348,wwillis,Syrian Arab Republic,1438,85,10
2917,molly71,Mali,1437,47,14
407,griffithleslie,Samoa,1437,69,18
6879,riveraterri,Ireland,1436,21,18
2913,dudleychelsea,Dominican Republic,1426,46,15
4657,howardkristina,Myanmar,1424,32,18
4474,gabriellecameron,Singapore,1420,67,5
9016,steven17,Austria,1417,60,34
3549,randy47,Germany,1417,72,29
2069,erica49,Liberia,1414,67,21
3530,jennifer99,Belize,1412,88,40
6176,lbyrd,New Zealand,1408,24,42
3250,adamsamy,Haiti,1408,91,25
467,yfaulkner,Ecuador,1407,16,37
5136,stevenbyrd,Sweden,1404,51,12
6454,phillipslucas,Zambia,1404,70,36
4603,catherinehamilton,Austria,1401,30,14
3453,jessica14,Greece,1398,91,45
3010,davisalyssa,Honduras,1390,39,45
5851,jeffrey28,Lithuania,1385,98,11
6881,thompsonnancy,Cook Islands,1374,69,32
3715,lpetersen,Ethiopia,1368,69,6
5256,williamstone,Morocco,1360,17,23
8544,curtis12,Jersey,1358,92,31
1481,hendersonvanessa,Jordan,1355,17,28
2138,danafoster,Namibia,1353,60,10
1747,danamullins,Bosnia and Herzegovina,1353,85,35
6061,jessica36,Palau,1351,100,5
3378,kchristian,Belarus,1342,74,10
7135,terickson,Lebanon,1341,95,20
563,osbornejeffery,Spain,1340,83,25
6302,francisco74,Saint Barthelemy,1340,17,18
6175,fosterlisa,Samoa,1337,98,48
8123,tasha01,Pitcairn Islands,1336,92,30
9038,carloshernandez,Cuba,1335,76,25
7756,wheelerbrandon,Botswana,1328,70,10
6871,kyle62,Nauru,1315,87,36
8178,seanmyers,Sierra Leone,1311,14,14
9469,ronald11,Thailand,1308,72,29
214,william40,Bermuda,1307,83,36
3757,lisa80,Myanmar,1307,60,35
2495,susan03,Vietnam,1306,70,35
4609,jillrhodes,Uganda,1304,73,7
9150,sue78,Guam,1301,82,20
6505,zachary87,El Salvador,1299,95,42
5708,angela52,Congo,1298,85,20
3217,walkerjeffrey,Tunisia,1296,56,12
1773,victor87,Bahamas,1295,24,39
4514,asilva,Madagascar,1291,13,8
7479,christinebecker,Iran,1287,61,45
4264,fstephens,Guatemala,1283,66,7
525,harrellkenneth,Northern Mariana Islands,1279,16,36
99,rjohnson,Iraq,1276,84,17
4626,smiller,Switzerland,1275,49,42
3962,amanda40,Macao,1271,24,24
724,dylanwatts,Uganda,1263,74,27
9109,trussell,Honduras,1260,97,17
8796,trujilloleah,Nepal,1259,87,47
9275,akim,Chad,1258,14,38
6774,gstewart,Bermuda,1254,81,21
96,shawgary,Western Sahara,1252,64,27
7261,zwelch,Burkina Faso,1252,59,39
2122,jeffreymorgan,Myanmar,1250,28,15
2351,james27,Malawi,1247,29,50
3807,michaeljohnson,Bosnia and Herzegovina,1245,87,17
8571,xwest,Malawi,1245,17,16
1036,jacqueline19,Norfolk Island,1241,58,48
4376,ybailey,Tunisia,1238,81,11
6426,shaneramirez,Trinidad and Tobago,1235,21,6
8368,josephbrennan,Jamaica,1226,68,39
5354,kelleyrenee,Portugal,1217,28,43
1469,umaxwell,United Arab Emirates,1216,37,5
2653,morgantricia,Uganda,1209,77,13
8433,martinstephanie,Maldives,1205,51,31
3706,collinsnicholas,Somalia,1198,10,37
3533,mary76,Pakistan,1197,90,36
5402,sarah35,Dominican Republic,1193,55,49
2054,ashleylopez,Paraguay,1190,13,17
1441,ghernandez,Burundi,1183,40,15
5607,yhill,Yemen,1181,84,14
2522,fmontoya,Kuwait,1178,14,8
5291,osmith,Saint Lucia,1171,94,24
1718,cranemelissa,Micronesia,1171,21,36
1337,oyu,Uganda,1170,12,44
1775,ccalderon,Afghanistan,1158,53,16
5890,tranryan,Mozambique,1156,75,7
548,charlesharrington,Estonia,1153,13,40
143,sweeneydeborah,Philippines,1152,84,8
4775,louis43,Belarus,1151,93,34
9451,sarahcampos,Portugal,1144,86,42
7504,aaronkelly,Norfolk Island,1142,64,43
4759,stanleynancy,Nicaragua,1140,80,32
8022,chelseastrickland,Switzerland,1138,88,37
7016,hoganashlee,Armenia,1137,14,35
9567,zroberts,Angola,1130,21,46
6149,ericfarmer,Mauritania,1130,77,46
3010,rhernandez,Ecuador,1127,47,17
5045,mclaughlinnicole,Korea,1127,62,42
1828,mathewaguilar,Cambodia,1111,93,46
1874,rgarrison,Bolivia,1107,83,36
7958,davidbrown,Slovakia (Slovak Republic),1098,28,32
1196,janet75,Lesotho,1097,16,15
7759,michaelortiz,Central African Republic,1096,62,38
4637,davidtodd,China,1080,56,14
6720,booneryan,Turkmenistan,1074,34,24
2888,christopher13,Jordan,1071,96,41
3067,qnelson,Djibouti,1071,51,27
1343,zthornton,Hong Kong,1069,49,23
6731,qknox,Guinea-Bissau,1068,81,45
5405,kimmathis,Tokelau,1068,76,22
2936,lfrench,Vietnam,1066,12,27
7285,christopher24,Korea,1055,67,31
9118,lindsaypeterson,Christmas Island,1043,85,40
8182,mcneilrobert,Bulgaria,1040,13,31
9852,pmorris,Albania,1037,33,34
8713,david70,Chile,1033,14,11
8405,gallagherstacie,Montserrat,1032,84,19
1269,ugill,United States Virgin Islands,1031,37,19
2583,guerraapril,Gabon,1029,59,28
8725,patrickhernandez,Croatia,1029,88,33
4755,andrew64,Algeria,1027,51,48
2286,uparrish,Austria,1022,57,23
9643,rduran,Sweden,1014,43,5
6964,nicholas23,Malta,1012,72,30
1657,david49,Marshall Islands,1009,27,35
1325,melissajenkins,Ghana,1001,91,18
